DISTRICT,COUNTY/MUNICIPALITY,Constituencies,sub county sn,SUBCOUNTY/ TOWN COUNCIL,parish sn,PARISH/TOWN BOARD/WARD,title,Type of Institution,objectid,date,subject,longitude,latitude,GPS Accuracy,GPS longitude from Handheld Device,GPS Latitude from Handheld Device,enrolTOTALt,tclassroom_pri,Func_perm,Non_Func_perm,Teachers,Non_certified staff,format
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,9,KOMAMBOGA,DEVINE PURPOSE JUNIOR SCHOOL,Primary only,131117,2011,Private,32.583228,0.394865,17,32.583228,0.394865,220,9,9,,15,4,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,3,GGABA,QUALITY EDUCATION PRIMARY SCHOOL,Primary only,130638,2012,Private,32.630112,0.256472,10,32.630112,0.256472,305,9,7,2,14,2,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,2,BUZIGA,TREASURE JUNIOR SCHOOL,Primary only,130314,2012,Private,32.621162,0.257843,12,32.621162,0.257843,231,7,7,,8,2,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,8,NAJJANANKUMBI I,MAKAMU JUNIOR SCHOOL,Primary only,130949,2012,Private,32.568333,0.284355,16,32.568333,0.284355,283,7,7,,15,9,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,1,BUKASA,BRITISH SCHOOL OF KAMPALA,Primary only,130904,2012,Private,32.612378,0.298128,7,32.612378,0.298128,257,13,13,,16,6,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,12,NATEETE,MARVIN DAY & BOARDING PRI SCH,Primary only,130844,2012,Private,32.537242,0.298822,6,32.537242,0.298822,109,7,7,,13,10,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,11,LUZIRA,BROOK FOUNTAIN P.S,Primary only,131045,2012,Private,32.644875,0.302175,4,32.644875,0.302175,47,3,3,,4,3,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,11,KISUGU,KISUGU PREPARATORY P.S,Primary only,130718,2012,Private,32.609305,0.304852,11,32.609305,0.304852,436,10,10,,18,13,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,1,BUSEGA,MIREMBE KIBUMBIRO P.S,Primary only,130271,2012,Private,32.526408,0.316593,10,32.526408,0.316593,245,7,,,11,4,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,10,KOLOLO I,THE HUNGRY CATERPILLAR P.S,Primary only,131137,2012,Private,32.572908,0.319615,7,32.572908,0.319615,133,8,3,,14,4,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,12,MAKERERE II,JACE P.S,Primary only,130382,2012,Private,32.559251,0.346958,12,32.559251,0.346958,88,10,10,,10,8,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,2,BWAISE II,THE WISDOM P.S,Primary only,130882,2012,Private,32.555945,0.353953,11,32.555945,0.353953,272,3,3,,7,3,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,2,BUZIGA,GALILEE JUNIOR SCHOOL,Primary only,131102,2013,Private,32.617132,0.268787,8,32.617132,0.268787,139,13,11,2,7,6,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,9,NAJJANANKUMBI II,GRACIOUS P.S,Primary only,130938,2013,Private,32.565668,0.281102,16,32.565668,0.281102,146,7,4,,16,8,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,2,KABOWA,VICTORY JUNIOR PRIMARY SCHOOL,Primary only,131003,2013,Private,32.553263,0.284715,6,32.553263,0.284715,365,14,14,,28,7,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,9,NAJJANANKUMBI II,ACHIEVERS JUNIOR SCHOOL,Primary only,130856,2013,Private,32.568193,0.289875,15,32.568193,0.289875,123,10,10,,11,3,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,CHILD PROMOTION PRIMARY SCH,Primary only,131015,2013,Private,32.541372,0.32308,9,32.541372,0.32308,168,7,7,,16,12,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,DEVINE P.S,Primary only,131051,2013,Private,32.65215,0.324053,11,32.65215,0.324053,120,14,10,4,10,5,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,12,KOLOLO III,KINDERKARE ELEMENTARY P.S,Primary only,130942,2013,Private,32.58094,0.335163,7,32.58094,0.335163,156,11,8,3,12,9,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,CHRIST THE KING PRIMARY SCHOOL,Primary only,999999,2013,Private,32.534524,0.338518,15,32.534524,0.338518,103,9,5,,10,1,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,10,KYEBANDO,MUSA ISLAMIC CENTRE,Primary only,999999,2013,Private,32.5839,0.363742,17,32.5839,0.363742,252,7,7,,13,7,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,13,NDEEBA,PATIENCE INFANT SCHOOL,Primary only,999999,2014,Private,,,,32.33921,0.17643,70,4,4,,7,2,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,19,SALAAMA,KISUGU ISLAMIC ORHANAGE PRIMARY SCHOOL,Primary only,130984,2014,Private,32.619662,0.236443,10,32.619662,0.236443,58,7,7,,14,3,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,13,LUWAFU,PROGRESSIVE MAKINDYE  PRIMARY SCHOOL,Primary only,999999,2014,Private,32.590113,0.271862,10,32.590113,0.271862,257,7,7,,11,3,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,8,NAJJANANKUMBI I,EQUATOR P/ S,Primary only,999999,2014,Private,,,,32.57033,0.28106,54,6,3,,6,4,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,3,KASUBI,ALBAAN PRIMARY SCHOOL,Primary only,999999,2014,Private,32.54997,0.34329,8,32.54997,0.34329,203,7,7,,19,3,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,3,BUKOTO I,THE SHEPHERD INFANT DESTINY P.S,Primary only,131038,2014,Private,32.58744,0.348755,13,32.58744,0.348755,110,10,7,,9,3,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,2,BWAISE II,BATIVILA JUNIOR SCHOOL,Primary only,999999,2014,Private,32.557735,0.35705,14,32.557735,0.35705,259,11,6,,9,3,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,19,SALAAMA,MUNIIRA PRIMARY SCHOOL,Primary only,999999,2015,Private,,,,32.61863,0.24495,262,13,9,,13,8,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,19,SALAAMA,MUNIIRA JUNIOR SCHOOL,Primary only,131030,2015,Private,,,,32.60558,0.257327,101,11,5,,12,4,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,19,SALAAMA,DISCOVERY PRIMARY SCHOOL,Primary only,131100,2015,Private,32.60237,0.26319,13,32.60237,0.26319,115,7,7,,9,1,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,2,BUZIGA,PRAISE PRIMARY SCHOOL,Primary only,999999,2015,Private,32.62227,0.264047,8,32.62227,0.264047,154,6,6,,10,3,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,14,MAKINDYE I,DAY STAR JUNIOR SHOOL KIROMBE,Primary only,999999,2015,Private,32.589665,0.288958,13,32.589665,0.288958,305,16,15,1,22,7,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,11,KISUGU,ST. AGNES ACADEMY,Primary only,130986,2015,Private,32.608555,0.305257,9,32.608555,0.305257,380,14,13,1,25,16,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,20,WABIGALO,NEW PLANET PRIMARY SCHOOL,Primary only,130952,2015,Private,32.604343,0.31244,12,32.604343,0.31244,383,12,10,2,16,5,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,1,BANDA,LUIGI GUISSANI PRE-PRIMARY AND PRIMARY SCHOOL,Primary only,999999,2015,Private,32.642137,0.334937,7,32.642137,0.334937,394,7,7,,19,8,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,3,KASUBI,FAITH COMMUNITY NURSERY & PRI SCH,Primary only,999999,2015,Private,32.550998,0.346435,4,32.550998,0.346435,146,9,5,,8,5,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,3,BWAISE III,LANERAH P.S,Primary only,999999,2015,Private,32.558718,0.350662,8,32.558718,0.350662,86,7,6,1,8,2,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,4,BUKOTO II,PEAK PRIMARY SCHOOL,Primary only,999999,2015,Private,32.609138,0.359162,6,32.609138,0.359162,366,15,6,,21,12,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,6,KAWEMPE II,TAIBAH JUNIOR SCHOOL,Primary only,131009,2015,Private,32.569947,0.360998,14,32.569947,0.360998,335,18,18,,28,17,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,6,KAWEMPE II,FAIHA P.S,Primary only,130770,2015,Private,32.575407,0.386438,7,32.575407,0.386438,140,9,7,2,15,6,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,9,NAJJANANKUMBI II,KAMPALA JUNIOR ACADEMY,Primary only,999999,2016,Private,32.565055,0.288158,4,32.565055,0.288158,347,8,8,,31,16,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,11,LUZIRA,REAL VINE PRIMARY SCHOOL,Primary only,131008,2016,Private,32.649023,0.302772,4,32.649023,0.302772,60,3,3,,7,3,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,1,BUSEGA,G42 INFANT PRI SCHOOL,Primary only,999999,2016,Private,32.520252,0.31379,7,32.520252,0.31379,91,4,4,,6,5,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,17,NAGURU I,THE ARK CHRISTIAN  SCHOOL,Primary only,999999,2016,Private,32.603805,0.343665,9,32.603805,0.343665,161,21,10,11,16,11,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,18,MULAGO III,FUTURE HOPE  PRIMARY SCHOOL,Primary only,999999,2016,Private,32.584557,0.344917,11,32.584557,0.344917,80,9,1,,11,4,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,3,BUKOTO I,KING OF KINGS PRIMARY SCHOOL,Primary only,999999,2016,Private,32.589962,0.351423,11,32.589962,0.351423,21,2,2,,6,3,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,1,BWAISE I,DIGINITY INTETNATIONAL SCHOOL _PRIMARY,Primary only,131115,2016,Private,32.566758,0.354462,10,32.566758,0.354462,31,6,6,,7,,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,7,KAZO ANGOLA,WINNERS MODEL,Primary only,999999,2016,Private,32.555392,0.375535,9,32.555392,0.375535,25,9,9,,7,4,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,9,KOMAMBOGA,SIR APOLLO KAGWA P.S,Primary only,999999,2016,Private,32.593333,0.382808,5,32.593333,0.382808,845,32,28,4,33,15,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,15,MPERERWE,BRIGHT JUNIOR SCHOOL,Primary only,999999,2016,Private,32.574912,0.396713,10,32.574912,0.396713,159,8,8,,15,8,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,19,SALAAMA,PARENTS PRIDE COMMUNITY SCHOOL,Primary only,130784,2017,Private,32.60118,0.260047,5,32.60118,0.260047,206,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,2,KABOWA,HAPPY JUNIOR SCHOOL,Primary only,131084,2017,Private,32.553423,0.287475,12,32.553423,0.287475,209,7,7,,14,3,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,9,NAJJANANKUMBI II,RICH DAD JUNIOR SCHOOL,Primary only,999999,2017,Private,32.566075,0.288378,5,32.566075,0.288378,184,7,7,,14,12,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,1,BUSEGA,SHACHAH CHRISTIAN ACADEMY,Primary only,999999,2017,Private,32.523382,0.315375,9,32.523382,0.315375,13,1,1,,5,1,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,1,BANDA,HASAYA JUNIOR SCHOOL,Primary only,131132,2017,Private,32.635765,0.339877,21,32.635765,0.339877,362,7,,,13,7,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,5,KAMWOKYA II,MODERN INFANT SCHOOL,Primary only,130007,2017,Private,32.586413,0.342227,6,32.586413,0.342227,234,11,10,1,12,6,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,17,NAGURU I,KAMPALA COMMUNITY INTERNATIONAL PRIMARY,Primary only,999999,2017,Private,32.608758,0.344495,6,32.608758,0.344495,30,5,5,,4,3,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,11,MAKERERE I,ZAINAB JUNIOR SCHOOL,Primary only,999999,2017,Private,32.565567,0.348185,8,32.565567,0.348185,190,7,5,1,8,11,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,20,NAKAWA INSTITUTE,THE NORTH GREEN SCHOOL,Primary only,999999,2017,Private,32.610816,0.352809,25,32.610816,0.352809,183,8,8,,7,19,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,7,KAZO ANGOLA,POWER GRAMMER SCHOOL,Primary only,999999,2017,Private,32.554557,0.370895,15,32.554557,0.370895,44,9,1,,5,5,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,10,KYANJA,GOD'S GLORY P.S,Primary only,131093,2017,Private,32.602762,0.380797,19,32.602762,0.380797,66,11,5,3,5,4,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,10,KYANJA,FREINDS INTERNATIONAL PRIMARY SCHOOL,Primary only,999999,2017,Private,32.59387,0.394752,13,32.59387,0.394752,83,3,3,,6,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,10,KYANJA,JOLLY ANGELS ECD CENTER,Primary only,999999,2017,Private,32.596378,0.39864,5,32.596378,0.39864,28,2,2,,3,3,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,12,NATEETE,PEACE  PRIMARY SCHOOL(NURSERY SCH),Primary only,999999,2017,Private,32.540935,0.297992,7,0.29853,32.5402,9,2,,,2,,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,16,NSAMBYA CENTRAL,COMPLEXE SCOLAIRE KATWE(PRIMARY),Primary only,999999,2017,Private,32.585721,0.297667,30,0.29755,32.58568,34,6,,,6,,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,4,KABALAGALA,HOPE SHAMMAH'S PRE- SCHOOL,Primary only,999999,2018,Private,32.60107,0.302362,7,32.60107,0.302362,22,2,2,,2,,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,14,MENGO,WINGS OF FAITH PRIMARY SCHOOL,Primary only,999999,2018,Private,,,,32.56557,0.30845,36,3,3,,5,2,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,1,BUSEGA,DREAM AFRICA SCHOOL BUSEGA-PRIMARY,Primary only,999999,2018,Private,32.519138,0.313778,12,32.519138,0.313778,101,6,6,,11,7,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,1,BWAISE I,STANFORD PRIMARY SCHOOL,Primary only,999999,2018,Private,32.567102,0.35861,15,32.567102,0.35861,141,9,9,,13,4,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,2,BWAISE II,LIBERTY JUNIOR PRIMARYSCHOOL,Primary only,999999,2018,Private,,,,32.55954,0.35915,67,14,3,1,11,2,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,7,KAZO ANGOLA,ST ANNE N/P.S,Primary only,999999,2018,Private,32.557187,0.364115,14,32.557187,0.364115,118,6,5,,7,1,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,6,LUNGUJJA,I AM ACCADEMY,Primary only,999999,2018,Private,,,,18.509,323.58,41,5,5,,6,,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,9,NAJJANANKUMBI II,TRAIN UP A CHILD PRIMARY SCHOOL,Primary only,999999,2019,Private,32.565653,0.28758,5,32.565653,0.28758,253,32,32,,19,9,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,1,BUSEGA,BUSY BEE JUNIOR SCHOOL,Primary only,999999,2019,Private,32.52002,0.30581,8,32.52002,0.30581,20,2,2,,3,5,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,1,BUSEGA,ST.ANTHONY OF PADUA LEARNING CENTRE,Primary only,999999,2019,Private,32.516823,0.3074,9,32.516823,0.3074,27,3,3,,3,3,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,5,KAWEMPE I,BALAMORY SCHOOLS -KAWEMPE BRANCH,Primary only,999999,2019,Private,32.57145,0.361,11,32.57145,0.361,3,13,2,11,3,2,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,10,KYEBANDO,VICTORY PRIMARY SCHOOL,Primary only,999999,2019,Private,32.578333,0.363027,15,32.578333,0.363027,26,2,2,,3,2,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,15,MPERERWE,IHSAN JUNIOR ACADEMY (PRIMARY),Primary only,999999,2019,Private,32.57004,0.398005,9,0.398108,32.570841,19,3,3,,4,2,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,13,NDEEBA,NDEEBA JUNIOR SCHOOL,Primary only,130204,,Private,,,,32.33835,0.17514,142,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,3,GGABA,BASOOKAKWAVULA,Primary only,130080,,Private,32.635268,0.254382,5,32.635268,0.254382,,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,3,GGABA,EXCEL KALUNGU P.S,Primary only,131049,,Private,32.628719,0.276103,25,32.628719,0.276103,26,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,8,NAJJANANKUMBI I,ST. JUDE NAJJANANKUMBI,Primary only,3399,,Private,,,,32.56719,0.27676,233,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,13,NDEEBA,MAHAN ISLAMIC P.S,Primary only,130925,,Private,32.563267,0.296202,15,32.563267,0.296202,65,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,4,LUBAGA,JOVIC P.S,Primary only,3429,,Private,32.538665,0.29669,8,32.538665,0.29669,221,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,4,LUBAGA,LA PAZ P.S,Primary only,131033,,Private,32.554848,0.29886,13,32.554848,0.29886,5,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,11,LUZIRA,LUZIRA KINDERGARTEN CENTRE,Primary only,130348,,Private,,,,32.64496,0.30146,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,13,NDEEBA,KABAKA NJAGALA EDUC CENTRE,Primary only,3414,,Private,32.564544,0.302896,25,32.564544,0.302896,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,6,LUNGUJJA,PRIDE KINDERGATEN PRI SCHOOL,Primary only,999999,,Private,,,,32.54901,0.30709,,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,20,WABIGALO,CLAREMONT PRIMARY SCHOOL,Primary only,130953,,Private,32.604292,0.310628,7,32.604292,0.310628,265,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,SENTEZA P.S,Primary only,130134,,Private,32.637613,0.31163,11,32.637613,0.31163,89,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,10,NAMIREMBE,VINE INTERNATIONAL,Primary only,999999,,Private,32.561592,0.314288,8,32.561592,0.314288,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,6,LUNGUJJA,AUNT CLAIRE KINDERGATEN,Primary only,999999,,Private,,,,32.53312,0.3156,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,11,NANKULABYE I,NAKULABYE JUNIOR P/S,Primary only,130166,,Private,32.553783,0.325073,10,32.553783,0.325073,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,AUNT CAROL PRIMARY SCHOOL,Primary only,131034,,Private,32.538746,0.331526,25,32.538746,0.331526,133,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,19,WANDEGEYA,LUGUMBA NURSERY SCHOOL,Primary only,999999,,Private,32.572998,0.335214,10,32.572998,0.335214,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,JOLLY ANDEWS KINDERGARTEN,Primary only,999999,,Private,32.535842,0.34048,20,32.535842,0.34048,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,3,KASUBI,EREONAH JUNIOR SCHOOL,Primary only,130150,,Private,32.546057,0.341675,7,32.546057,0.341675,86,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,5,KAWEMPE I,ST. BERNADATTE INLAND P.S,Primary only,130227,,Private,32.581973,0.344527,10,32.581973,0.344527,,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,1,BANDA,VICTORY INTERGRATED P.S,Primary only,130479,,Private,32.638505,0.346443,12,32.638505,0.346443,118,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,1,BWAISE I,JUNIORS P.S,Primary only,130304,,Private,32.56696,0.358805,7,32.56696,0.358805,92,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,8,KIKAAYA,KIKULU P.S,Primary only,130405,,Private,32.59606,0.361284,15,32.59606,0.361284,,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,10,KYANJA,MOTHERLY LOVE ISLAMIC,Primary only,130896,,Private,,,,32.6011,0.37413,104,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,10,KYANJA,ST. MARTIN P.S - KULAMBIRO,Primary only,130604,,Private,,,,32.60688,0.38038,172,0,,,,,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,4,KAGUGUBE,KAMPALA SDA,Primary only,130005,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,6,KAMWOKYA I,JAFFERY P.S,Primary only,130833,,Private,,,,,,88,0,,,,,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,14,MENGO,MENGO ISLAMIC P.S,Primary only,130864,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,KAMPALA CENTRAL DIVISION,1,CENTRAL DIVISION,14,MENGO,TAWHID ISLAMIC PRIMARY SCHOOL,Primary only,3093,,Private,,,,,,701,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,1,BWAISE I,AMUDAT EDUC CENTRE,Primary only,3127,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,1,BWAISE I,KAWEMPE BRAIN STORM P.S,Primary only,130380,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,2,BWAISE II,PRECIOUS CHILD CENTRE,Primary only,130019,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,2,BWAISE II,GADHAFI INTERGRATED ACADEMY,Primary only,138128,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,3,BWAISE III,ST. FRANCIS KAZO  P.S.,Primary only,3139,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,3,BWAISE III,HAPPY ANGELS P.S,Primary only,130026,,Private,,,,,,56,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,4,KANYANYA,PRINCESS ANGEL P.S,Primary only,130825,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,4,KANYANYA,KANYANYA P.S,Primary only,3144,,Government aided,,,,,,,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,4,KANYANYA,SHEPHERD P.S,Primary only,130387,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,4,KANYANYA,EMITI EMITO NURSERY AND PRIMARY SCHOOL,Primary only,130722,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,4,KANYANYA,SERINA P.S,Primary only,999999,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,6,KAWEMPE II,TTULA P.S,Primary only,3179,,Government aided,,,,,,,0,,,,,record
